Source	Size
https:/raw.githubusercontent.com/scala-js/v0.6.32/scalalib/overrides-2.13/scala/collection/mutable/ArrayBuilder.scala	1379
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/shared/src/main/scala-2.13+/boopickle/XCompat.scala	1376
file:/shipreq/webapp-base/shipreq/webapp/base/util/TextMod.scala	1366
file:/shipreq/webapp-base/shipreq/webapp/base/validation/CommonValidation.scala	1365
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/src/main/scala-new-collections/scala/scalajs/js/WrappedArray.scala	1361
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/Template.scala	1336
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/ProjectMetaData.scala	1299
https:/raw.githubusercontent.com/scala-js/v0.6.32/scalalib/overrides/scala/runtime/BoxesRunTime.scala	1296
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/package.scala	1282
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Endo.scala	1268
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/Tag.scala	1260
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/BufferPool.scala	1241
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Either.scala	1236
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/runtime/AnonFunctions.scala	1234
https:/raw.githubusercontent.com/scala/v2.13.1/Tuple2.scala	1231
https:/raw.githubusercontent.com/scala/v2.13.1/util/Try.scala	1222
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalanglib/java/lang/StringBuilder.scala	1197
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/runtime/Bits.scala	1177
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/StyleLookup.scala	1165
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/ByteBuffer.scala	1157
file:/shipreq/webapp-base/shipreq/webapp/base/protocol/Protocol.scala	1143
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/js/UndefOr.scala	1141
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/TypedArrayByteBuffer.scala	1131
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/StyleA.scala	1113
file:/shipreq/webapp-base/shipreq/webapp/base/data/Enabled.scala	1109
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/JsBaseComponentTemplate.scala	1108
https:/raw.githubusercontent.com/scala-js/v0.6.32/scalalib/overrides-2.13/scala/reflect/ClassTag.scala	1103
file:/shipreq/base-util/shipreq/base/util/BinaryData.scala	1100
file:/shipreq/webapp-base-member/shipreq/webapp/base/protocol/entrypoint/HomeSpaEntryPoint.scala	1100
file:/shipreq/webapp-base/shipreq/webapp/base/protocol/binary/v1/BaseData.scala	1091
file:/shipreq/webapp-base/shipreq/webapp/base/data/On.scala	1079
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/ProjectItem.scala	1026
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/Default.scala	1023
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/generated.scala	1003
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/StringCodec.scala	996
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/Optics.scala	985
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/JsFn.scala	975
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/MemberLayout.scala	944
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/InlineBaseStyles.scala	942
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/internal/JsUtil.scala	917
https:/raw.githubusercontent.com/suzaku-io/boopickle/v1.3.1/boopickle/BufferProvider.scala	914
file:/shipreq/webapp-client-home/shipreq/webapp/client/home/ui/Styles.scala	910
https:/raw.githubusercontent.com/scala/v2.13.1/collection/mutable/Queue.scala	895
file:/shipreq/webapp-base-member/shipreq/webapp/base/jsfacade/MomentJs.scala	882
file:/shipreq/webapp-base/shipreq/webapp/base/user/UserData.scala	882
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/nio/GenBuffer.scala	875
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/CallbackOption.scala	871
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/ReactCaughtError.scala	868
