Source	Size
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Breadcrumb.scala	6428
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/render/FieldKey.scala	6407
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/Arrays.scala	6358
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Dropdown.scala	6308
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/Toast.scala	6296
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/router/Dsl.scala	6258
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/ProjectContent.scala	6252
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/UseCaseStepEditor.scala	6202
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/ViewReq.scala	6199
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/reqtable/Column.scala	6177
https:/raw.githubusercontent.com/scala/v2.13.1/collection/immutable/BitSet.scala	6147
https:/raw.githubusercontent.com/scala/v2.13.1/collection/Iterable.scala	6038
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/Attr.scala	6022
https:/raw.githubusercontent.com/scala-js/v0.6.32/scalalib/overrides-2.13/scala/collection/immutable/NumericRange.scala	5998
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/runtime/StackTrace.scala	5997
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/DataLogic.scala	5986
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/FilterEditor.scala	5969
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/issues/TableRow.scala	5921
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/ReqCodeEditor.scala	5874
file:/shipreq/webapp-base-member/shipreq/webapp/base/issue/Issues.scala	5824
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqtable/SavedViewsUI.scala	5790
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/Formatter.scala	5658
https:/raw.githubusercontent.com/scala/v2.13.1/collection/Factory.scala	5649
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/Pubid.scala	5638
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/common.scala	5621
file:/shipreq/webapp-base-member/shipreq/webapp/base/protocol/websocket/CreateContentCmd.scala	5614
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/deletion/DeletionForm.scala	5610
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/generated.scala	5568
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/AsyncCallback.scala	5555
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/router/Router.scala	5536
file:/shipreq/webapp-base/shipreq/webapp/base/feature/tablenav/VirtualTable.scala	5532
https:/raw.githubusercontent.com/japgolly/scalacss/v0.6.0/scalacss/internal/Renderer.scala	5520
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config/issues/IssueConfig.scala	5500
https:/raw.githubusercontent.com/scala-js/v0.6.32/tools/scalajsenv.js	5472
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config/fields/ImpFieldEditor.scala	5398
https:/raw.githubusercontent.com/scala-js/v0.6.32/javalib/java/util/regex/GroupStartMapper.scala	5389
file:/shipreq/webapp-base-member/shipreq/webapp/base/text/GrammarSpec.scala	5381
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.2/japgolly/microlibs/stdlib_ext/StdlibExt.scala	5369
https:/raw.githubusercontent.com/scala/v2.13.1/math/Numeric.scala	5284
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/issues/Table.scala	5257
file:/shipreq/webapp-base-member/shipreq/webapp/base/event/ApplyEvent.scala	5155
file:/shipreq/webapp-base-member/shipreq/webapp/base/text/PlainText.scala	5144
https:/raw.githubusercontent.com/japgolly/microlibs-scala/v2.2/japgolly/microlibs/utils/StaticLookupFn.scala	5141
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/RichTextEditorHelp.scala	5121
file:/shipreq/webapp-base-member/shipreq/webapp/base/ui/ProjectItem.scala	5036
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/reqtable/SortCriteria.scala	4988
https:/raw.githubusercontent.com/scala/v2.13.1/collection/immutable/Stream.scala	4966
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config/fields/TextFieldEditor.scala	4915
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/reqtable/View.scala	4853
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/CustomIssueType.scala	4844
https:/raw.githubusercontent.com/scala/v2.13.1/util/Sorting.scala	4834
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config/issues/CustomIssueTypeEditor.scala	4829
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/SpecialBuiltInField.scala	4798
file:/shipreq/webapp-base-member/shipreq/webapp/base/lib/ModalForm.scala	4798
file:/shipreq/webapp-base/shipreq/webapp/base/protocol/websocket/WebSocket.scala	4693
file:/shipreq/webapp-base-member/shipreq/webapp/base/lib/KeyboardTheme.scala	4678
https:/raw.githubusercontent.com/scala/v2.13.1/collection/Map.scala	4673
https:/raw.githubusercontent.com/scala/v2.13.1/concurrent/impl/Promise.scala	4663
https:/raw.githubusercontent.com/scala/v2.13.1/collection/mutable/HashSet.scala	4653
file:/shipreq/webapp-base/shipreq/webapp/base/protocol/websocket/WebSocketShared.scala	4636
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/Implicits.scala	4601
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/editor/PotentialValue.scala	4588
file:/shipreq/webapp-base-member/shipreq/webapp/base/event/ApplyOtherEvent.scala	4555
https:/raw.githubusercontent.com/scala-js/v0.6.32/library/scala/scalajs/runtime/AnonFunctions.scala	4551
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/ColourPicker.scala	4539
file://localhome/doeraene/projects/scalajs-java-time/java/time/temporal/ChronoField.scala	4494
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/ButtonAndDropdown.scala	4479
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config/issues/OtherIssueSources.scala	4450
https:/raw.githubusercontent.com/scala/v2.13.1/collection/mutable/ArrayDeque.scala	4449
https:/raw.githubusercontent.com/japgolly/nyaya/v0.9.0/nyaya/prop/Prop.scala	4442
https:/raw.githubusercontent.com/scala/v2.13.1/collection/immutable/ListMap.scala	4439
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/render/Feature.scala	4429
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/config/tags/TagTreeView.scala	4413
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/editor/RowKey.scala	4412
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/component/builder/Builder.scala	4400
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/core/vdom/HtmlStyles.scala	4394
file:/shipreq/webapp-client-ww-api/shipreq/webapp/client/ww/api/Cmd.scala	4351
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/widgets/ApplicableReqTypeEditor.scala	4342
file://localhome/doeraene/projects/scalajs-java-time/java/time/LocalDate.scala	4335
file:/shipreq/webapp-base/shipreq/webapp/base/feature/tablenav/TableCellZipper.scala	4334
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/Location.scala	4276
https:/raw.githubusercontent.com/scala/v2.13.1/collection/immutable/TreeSet.scala	4250
https:/raw.githubusercontent.com/scalaz/scalaz/v7.2.30/core/scalaz/Free.scala	4242
file:/shipreq/webapp-base/shipreq/webapp/base/ui/semantic/Statistic.scala	4233
file:/shipreq/webapp-base/shipreq/webapp/base/feature/tablenav/TableNavKeys.scala	4222
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/router/RoutingRules.scala	4196
https:/raw.githubusercontent.com/japgolly/scalajs-react/v1.6.0/extra/StateSnapshot.scala	4184
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqdetail/UseCaseStepRow.scala	4182
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/feature/create/RowKey.scala	4165
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/LiveDeadStat.scala	4152
file:/shipreq/webapp-base-member/shipreq/webapp/base/data/FlatTag.scala	4136
file:/shipreq/webapp-client-project/shipreq/webapp/client/project/app/pages/content/reqdetail/UseCaseStepTree.scala	4105
file:/shipreq/webapp-base/shipreq/webapp/base/feature/EditorStatus.scala	4079
